NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFABuilding(s),ENERGYSTARScore,Latitude,Longitude,BuildingAge,RT_Avenue,RT_Other,RT_Street,RT_Way,PP_K-12 School,PP_Large Office,PP_Mixed Use Property,PP_Non-Refrigerated Warehouse,PP_Other,PP_Retail Store,PP_Small- and Mid-Sized Office,PP_Warehouse,SiteEnergyUse(kBtu),TotalGHGEmissions
1.0,5.0,57600.0,49600.0,43.0,47.6004814,-122.3351416,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7175646.0,229.12
1.0,2.0,28385.0,21329.0,1.0,47.7044,-122.32285,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2654316.0,18.5
1.0,1.0,27263.0,27263.0,75.25,47.56173,-122.32885,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2470642.0,17.22
1.0,3.0,64630.0,64630.0,96.0,47.61683,-122.35176,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1408291.375,9.82
1.0,1.0,105100.0,105100.0,1.0,47.65692,-122.37059,38.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22078064.0,357.86
1.0,2.0,34110.0,34110.0,31.0,47.63567,-122.32522,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2563985.5,17.87
1.0,5.0,85963.0,52908.0,43.0,47.61888324,-122.3571212,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4520838.0,31.52
1.0,1.0,26263.0,26263.0,54.0,47.64759569,-122.3335592,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1821047.0,12.7
1.0,5.0,287224.0,183574.0,81.5,47.62881703,-122.3288272,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19991412.0,288.91
1.0,1.0,76354.0,76354.0,70.0,47.56158,-122.32754,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2843033.5,20.29
1.0,5.0,113173.0,70627.0,86.0,47.62037281,-122.3441465,56.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4988241.0,120.73
1.0,3.0,75058.0,40548.0,8.0,47.60866574,-122.3326487,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7879628.0,361.73
1.0,1.0,30160.0,30160.0,84.25,47.72083444,-122.2997946,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1187723.0,48.1
1.0,3.0,29636.0,29636.0,53.75,47.66091704,-122.3139571,94.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,632157.0,4.41
1.0,2.0,78401.0,78401.0,63.0,47.66441644,-122.3123112,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2149322.0,68.34
1.0,1.0,30800.0,30800.0,54.0,47.54728272,-122.325775,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,583205.0,4.07
1.0,1.0,155795.0,155795.0,75.25,47.61974,-122.3511,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17673018.0,255.83
1.0,1.0,45000.0,45000.0,47.25,47.61674563,-122.3019429,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3528230.0,139.5
1.0,2.0,67371.0,67371.0,92.0,47.54174,-122.27691,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2128459.0,46.36
1.0,1.0,51400.0,51400.0,74.0,47.71864,-122.312,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11702959.0,303.69
1.0,4.0,76213.0,50283.0,68.0,47.62053,-122.35842,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3476212.5,48.76
1.0,2.0,25920.0,25920.0,75.0,47.61297,-122.34324,97.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1793851.375,46.48
1.0,15.0,230880.0,230880.0,70.75,47.60699,-122.33481,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62197176.0,433.6
3.0,1.0,22800.0,22800.0,55.5,47.54134,-122.30529,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2222097.5,101.5
1.0,1.0,42420.0,42420.0,40.0,47.53304631,-122.3260129,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,805751.0,20.44
1.0,3.0,35202.0,35202.0,3.0,47.59641604,-122.3241389,36.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3295030.0,22.97
1.0,3.0,32960.0,32960.0,71.0,47.66033,-122.31348,116.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,813641.0,5.67
1.0,2.0,23250.0,23250.0,55.0,47.56029,-122.2858,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,904236.0,6.3
1.0,1.0,22622.0,22622.0,89.25,47.55529964,-122.3347699,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,669943.0,21.6
1.0,5.0,35176.0,35176.0,5.0,47.57269,-122.37056,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1011965.375,7.05
1.0,1.0,33600.0,33600.0,58.0,47.56823,-122.32506,57.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,847419.375,15.35
1.0,14.0,690158.0,282363.0,68.0,47.60921478,-122.3242569,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18841144.0,131.35
1.0,4.0,56896.0,40768.0,81.0,47.67821286,-122.3232907,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1897180.0,29.42
1.0,2.0,33640.0,33640.0,69.0,47.60025024,-122.32989502,110.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1093416.0,7.62
1.0,1.0,22000.0,22000.0,11.0,47.51917763,-122.3196011,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,731092.0,5.1
1.0,7.0,94500.0,94500.0,68.0,47.60649,-122.31121,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5792926.0,40.38
1.0,3.0,20686.0,20686.0,98.0,47.66190379,-122.3100685,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1139133.0,38.88
1.0,4.0,38959.0,38959.0,58.5,47.67909165,-122.3171136,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1130097.0,33.04
1.0,6.0,147852.0,61423.0,56.75,47.61164,-122.33446,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9671619.0,185.03
1.0,1.0,113780.0,113780.0,80.5,47.56561534,-122.3540283,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3580091.0,122.16
1.0,1.0,26680.0,26680.0,92.0,47.56489,-122.3409,61.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,243518.2031,1.7
1.0,2.0,28492.0,28492.0,9.0,47.67522457,-122.40842537,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2055622.0,41.98
1.0,2.0,39000.0,39000.0,25.0,47.60132,-122.30477,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2615247.75,33.92
1.0,19.0,1206670.0,1004813.0,84.0,47.61810303,-122.33921814,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29747868.0,432.18
1.0,7.0,23622.0,23622.0,85.0,47.60246277,-122.3337326,115.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1118346.0,10.05
1.0,2.0,70292.0,70292.0,37.0,47.6709,-122.27054,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1933811.625,57.59
1.0,1.0,44086.0,44086.0,29.0,47.6073,-122.32585,112.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3652708.75,184.0
1.0,1.0,26853.0,26853.0,63.0,47.69064238,-122.2901908,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1452804.0,19.3
1.0,1.0,31600.0,31600.0,3.0,47.5213,-122.32182,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3363535.5,103.28
1.0,1.0,44100.0,44100.0,1.0,47.54137,-122.33051,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1618916.375,11.29
1.0,2.0,33576.0,33576.0,64.0,47.66294,-122.29521,36.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1275231.75,49.73
1.0,4.0,122942.0,78051.0,94.0,47.62519,-122.34456,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5337334.0,171.64
1.0,3.0,30109.0,30109.0,89.0,47.63439,-122.34078,96.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1465795.75,34.03
1.0,3.0,21118.0,21118.0,39.0,47.65018106,-122.3442638,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1392015.0,38.46
1.0,2.0,73769.0,73769.0,92.0,47.62442,-122.31838,91.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2556131.0,94.85
1.0,1.0,58000.0,58000.0,89.5,47.62759406,-122.3366092,115.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7338511.0,221.62
1.0,2.0,20500.0,20500.0,96.0,47.64888467,-122.3464839,115.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,722951.0,18.1
1.0,1.0,179413.0,179413.0,57.0,47.56733,-122.3352,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3459543.0,24.12
1.0,2.0,93803.0,93803.0,80.25,47.66246,-122.29898,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5453438.5,110.41
1.0,2.0,21732.0,21732.0,3.0,47.54382945,-122.2666646,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,820705.0,21.73
1.0,2.0,45700.0,45700.0,99.0,47.50991348,-122.27726192,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1507270.0,13.43
1.0,4.0,106041.0,106041.0,94.0,47.65567,-122.37478,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1123943.0,25.58
1.0,1.0,30730.0,30730.0,54.0,47.65138,-122.35565,47.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3050455.25,73.52
1.0,3.0,26694.0,20660.0,95.0,47.64830236,-122.3343852,34.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,654664.0,4.56
1.0,3.0,254523.0,254523.0,60.0,47.60598,-122.30156,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13567774.0,359.09
1.0,2.0,23421.0,23421.0,22.0,47.59845416,-122.300978,35.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1966028.0,13.71
1.0,5.0,275130.0,162150.0,69.0,47.6056366,-122.3214798,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10624295.0,74.07
1.0,2.0,302812.0,302812.0,97.0,47.70592963,-122.3257763,65.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7133767.0,115.76
1.0,3.0,76105.0,48798.0,91.0,47.70842,-122.3332,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2472350.25,17.24
1.0,1.0,25753.0,25753.0,92.75,47.6231954,-122.2900205,56.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1387442.0,63.07
1.0,2.0,21936.0,21936.0,97.0,47.7089428,-122.3548843,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,597744.0,28.47
1.0,1.0,48850.0,48850.0,69.25,47.60556383,-122.3266017,115.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,984657.0,58.05
1.0,6.0,1400000.0,1400000.0,85.75,47.61195,-122.33167,26.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,50660.0,50660.0,53.0,47.632965,-122.376907,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2394843.0,46.23
1.0,4.0,191276.0,95995.0,16.0,47.65884177,-122.3182756,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9329202.0,85.13
1.0,5.0,159937.0,103966.0,63.0,47.62175,-122.36313,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7857972.5,54.78
1.0,2.0,26400.0,26400.0,36.0,47.6123,-122.34395,96.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,983595.875,17.12
1.0,3.0,95501.0,95501.0,88.0,47.64246976,-122.3239614,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3105397.0,66.39
1.0,3.0,136188.0,136188.0,83.5,47.59796,-122.30415,53.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.9
1.0,1.0,123061.0,123061.0,61.0,47.56077194,-122.32500458,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1912690.0,13.33
1.0,1.0,45145.0,45145.0,50.0,47.59721,-122.31838,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1268459.0,43.63
1.0,2.0,63240.0,63240.0,100.0,47.66724,-122.38553,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,227566.7031,8.15
1.0,2.0,28923.0,28923.0,53.25,47.61716545,-122.33497649,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,456397.0,15.43
1.0,1.0,39600.0,39600.0,80.0,47.572982,-122.328269,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,455153.0,3.17
1.0,5.0,535947.0,535947.0,82.75,47.62855,-122.33035,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,131373880.0,3995.45
1.0,2.0,184125.0,184125.0,86.0,47.52407,-122.26586,56.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8800292.0,328.97
1.0,4.0,39926.0,27526.0,22.0,47.65178,-122.351,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1010967.688,14.49
1.0,3.0,96041.0,62332.0,70.0,47.64849,-122.35041,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5413418.0,37.74
1.0,2.0,93218.0,93218.0,84.0,47.6367344,-122.3589452,51.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3072599.0,97.38
1.0,1.0,48789.0,48789.0,94.0,47.63796,-122.34897,91.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298307.625,29.41
1.0,2.0,45594.0,45594.0,83.0,47.56067088,-122.327112,101.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1272821.0,8.87
1.0,2.0,26930.0,20580.0,62.0,47.70007386,-122.3252445,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1062109.0,7.4
1.0,2.0,26994.0,26994.0,62.75,47.72133496,-122.3410135,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3316562.0,133.7
1.0,2.0,44162.0,44162.0,15.5,47.5137929,-122.3432079,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1260902.0,31.96
1.0,3.0,23910.0,23910.0,73.75,47.63981,-122.39907,89.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,873577.3125,15.11
1.0,4.0,84750.0,84750.0,58.5,47.60035,-122.33379,116.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2094724.625,26.04
1.0,1.0,37400.0,37400.0,73.0,47.59416,-122.3267,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,924192.6875,7.8
1.0,4.0,52800.0,52800.0,77.0,47.61302608,-122.3405801,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2721954.0,52.67
1.0,2.0,22058.0,22058.0,1.0,47.59393,-122.32211,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1987334.75,66.43
1.0,3.0,37796.0,37796.0,55.0,47.60821,-122.3296,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2465983.5,123.41
1.0,4.0,87332.0,80874.0,84.0,47.65803253,-122.364501,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1189402.0,13.55
1.0,9.0,104000.0,104000.0,8.0,47.61345,-122.34068,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8690648.0,355.8
1.0,4.0,38520.0,38520.0,45.0,47.62021531,-122.3445668,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2361960.0,51.64
1.0,2.0,30720.0,30720.0,54.0,47.62519556,-122.3531693,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1858029.0,76.85
1.0,5.0,88000.0,66400.0,75.0,47.62014,-122.35768,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3484915.5,24.29
1.0,3.0,30740.0,30740.0,54.0,47.52104275,-122.3870066,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1573701.0,55.7
1.0,1.0,38255.0,38255.0,13.0,47.65676796,-122.3704009,58.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,925097.0,29.92
1.0,2.0,38539.0,26160.0,55.0,47.60427,-122.33385,38.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2186018.5,15.24
1.0,6.0,157345.0,112262.0,91.0,47.58923721,-122.33470154,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7205135.0,56.48
1.0,3.0,27480.0,27480.0,86.0,47.65030562,-122.3502699,109.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1270139.0,8.85
1.0,2.0,28109.0,28109.0,35.25,47.57058,-122.35626,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3612526.75,38.39
1.0,1.0,23169.0,23169.0,77.25,47.6612949,-122.387405,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,234144.0,1.63
1.0,6.0,427181.0,257986.0,99.0,47.6233466,-122.33968176,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16730779.0,210.69
1.0,10.0,540360.0,540360.0,67.0,47.60264587,-122.33052826,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53332648.0,1596.08
1.0,23.0,538933.0,454273.0,92.0,47.61144638,-122.33274841,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14991744.0,104.51
1.0,3.0,25200.0,25200.0,50.0,47.59975168,-122.3144352,108.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1658751.0,33.34
1.0,2.0,24227.0,24227.0,55.0,47.63159,-122.35839,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1086678.125,47.59
1.0,1.0,63225.0,63225.0,100.0,47.56895,-122.33775,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6522551.5,45.47
1.0,6.0,95721.0,61800.0,95.0,47.62566,-122.34287,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3063504.5,21.36
1.0,1.0,164437.0,164437.0,62.0,47.66057,-122.36857,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18390344.0,326.18
1.0,5.0,36000.0,36000.0,96.0,47.6606,-122.31512,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30038490.0,209.41
1.0,4.0,61156.0,61156.0,52.5,47.60112,-122.32785,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9363374.0,176.75
1.0,1.0,22803.0,22803.0,78.0,47.5829,-122.32417,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,764094.5,21.5
1.0,1.0,71714.0,71714.0,87.0,47.52518,-122.34828,17.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2371358.0,36.24
1.0,1.0,54765.0,54765.0,65.5,47.53827,-122.28406,58.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4253369.5,61.21
1.0,16.0,153312.0,153312.0,51.0,47.63429,-122.27652,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20628680.0,792.6
1.0,6.0,35770.0,35770.0,56.0,47.60958,-122.32646,88.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2640980.25,112.34
1.0,4.0,30152.0,24472.0,97.0,47.66036376,-122.38620467,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,766628.0,5.39
1.0,4.0,23032.0,23032.0,61.5,47.66691,-122.38416,115.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1121537.75,7.82
1.0,4.0,90000.0,53472.0,82.0,47.64970141,-122.3517949,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4045980.0,28.21
1.0,1.0,35222.0,35222.0,5.0,47.57019,-122.32352,62.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1758134.625,40.42
1.0,6.0,97720.0,97720.0,91.25,47.61077,-122.3361,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2478025.25,17.28
1.0,2.0,61580.0,34580.0,54.0,47.61492,-122.31728,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4199443.0,69.53
1.0,7.0,333714.0,187027.0,75.0,47.58872,-122.33475,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4581493.0,42.2
1.0,3.0,20565.0,20565.0,65.0,47.61588,-122.34965,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,802312.5,5.59
1.0,46.0,1536606.0,1023998.0,89.0,47.61054,-122.33466,27.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56606136.0,530.18
1.0,4.0,98475.0,98475.0,81.0,47.56885038,-122.3712309,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1082531.0,21.38
1.0,3.0,41478.0,41478.0,2.0,47.66431539,-122.3730423,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3234871.0,88.54
1.0,1.0,72000.0,72000.0,92.75,47.68109,-122.2618,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2925780.0,67.65
1.0,2.0,25762.0,25762.0,100.0,47.56234935,-122.38090294,69.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2347893.0,16.37
1.0,5.0,41920.0,41920.0,95.0,47.59971,-122.33065,110.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1103594.75,7.69
1.0,1.0,21040.0,21040.0,43.0,47.54443,-122.32688,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,592088.125,19.14
1.0,6.0,250981.0,250981.0,77.25,47.60411727,-122.3153334,44.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13901935.0,398.56
1.0,3.0,48924.0,48924.0,71.0,47.65103,-122.35541,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2282551.25,59.24
